Post Content,Dashboard Image URL,Website Link,Hashtags,Features Highlights,Description,Title
"Parse

An open-source backend, Parse Server enables you to build applications faster with object and file storage, user authentication, push notifications, dashboard and more out of the box. It that can be deployed to any infrastructure that can run Node.js. It uses MongoDB or PostgreSQL as a database. You can deploy and run Parse Server on your own infrastructure, and develop and test your app locally using Node.

Features Highlight:

- Database options:

With Parse Server, you can choose the database platform and file storage systems. The preferred database is MongoDB but Postgres is a great option if you're starting a new project and you expect to have a stable schema.

- Manual backup:

Parse Server offers a manual backup option, providing JSON files of your data. The benefits include index management, performance tuning, backup and restore functionality, and all of the other features your database provides.

- You can develop and test your app locally using Node.:

Parse Server enables you to develop and test your application locally. You don't have to deploy to the cloud after fixing a typo. The cycle time for testing is close to zero.

- Choose your own restrictions:

You’re free to implement your own restrictions; none is imposed on you. The former Parse enforced a number of restrictions; this was needed with the running of hundreds of thousands of apps, but they are no longer necessary when you’re only running your own app.

https://octabyte.io/development/backend-as-a-service/parse

#octabyte #opensource #devops #itservices #development #backendasaservice #backend #as #a #service #parse #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/development/backend-as-a-service/parse/screenshot-1.png,https://octabyte.io/development/backend-as-a-service/parse,#octabyte #opensource #devops #itservices #development #backendasaservice #backend #as #a #service #parse #managedservices,"- Database options:

With Parse Server, you can choose the database platform and file storage systems. The preferred database is MongoDB but Postgres is a great option if you're starting a new project and you expect to have a stable schema.

- Manual backup:

Parse Server offers a manual backup option, providing JSON files of your data. The benefits include index management, performance tuning, backup and restore functionality, and all of the other features your database provides.

- You can develop and test your app locally using Node.:

Parse Server enables you to develop and test your application locally. You don't have to deploy to the cloud after fixing a typo. The cycle time for testing is close to zero.

- Choose your own restrictions:

You’re free to implement your own restrictions; none is imposed on you. The former Parse enforced a number of restrictions; this was needed with the running of hundreds of thousands of apps, but they are no longer necessary when you’re only running your own app.",Parse Server is an open-source backend that can be deployed to any infrastructure that can run Node.js.,Parse
"Supabase

Start your project with a Postgres database, Authentication, instant APIs, Realtime subscriptions, and Storage. Build faster and focus on your products

Features Highlight:

- Open Source SQL Database:

Every Supabase project is a dedicated PostgreSQL database, trusted by millions of developers.
PostgreSQL is one of the worlds most scalable databases.

- Open Source Auth:

Every Supabase project comes with a complete User Management system that works without any additional tools. Including PostgreSQL's policy engine, for fine-grained access rules.

- Store and serve any type of digital content:

An open source Object store with unlimited scalability, for any file type.
With custom policies and permissions that are familiar and easy to implement.

- Many examples available:

there is tons of sample apps and examples made in various languages & framworks available here: https://supabase.com/docs/guides/examples

https://octabyte.io/development/backend-as-a-service/supabase

#octabyte #opensource #devops #itservices #development #backendasaservice #backend #as #a #service #supabase #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/development/backend-as-a-service/supabase/screenshot-1.jpg,https://octabyte.io/development/backend-as-a-service/supabase,#octabyte #opensource #devops #itservices #development #backendasaservice #backend #as #a #service #supabase #managedservices,"- Open Source SQL Database:

Every Supabase project is a dedicated PostgreSQL database, trusted by millions of developers.
PostgreSQL is one of the worlds most scalable databases.

- Open Source Auth:

Every Supabase project comes with a complete User Management system that works without any additional tools. Including PostgreSQL's policy engine, for fine-grained access rules.

- Store and serve any type of digital content:

An open source Object store with unlimited scalability, for any file type.
With custom policies and permissions that are familiar and easy to implement.

- Many examples available:

there is tons of sample apps and examples made in various languages & framworks available here: https://supabase.com/docs/guides/examples",Supabase is an open source alternative to Firebase.,Supabase
"PocketBase

Pocket Base is an open source backend consisting of embedded database (SQLite) with real-time subscriptions, built-in auth management, convenient dashboard UI and simple REST-ish API.

Features Highlight:

- Realtime database:

Embedded performant database with schema builder, data validations, real-time subscriptions and easy to use REST api.

- Authentication:

Manage your app users and handle email/password and OAuth2 sign ups (Google, Facebook, GitHub, GitLab) without the hassle.

- File storage:

Sanely store files locally or in a S3 storage. Easily attach media to your database records and generate thumbs on the fly.

- Extendable:

Use as a standalone app or as Go framework, that you can extend via hooks to create your own custom portable backend. Provides official client SDKs for painless integration.

https://octabyte.io/development/backend-as-a-service/pocketbase

#octabyte #opensource #devops #itservices #development #backendasaservice #backend #as #a #service #pocketbase #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/development/backend-as-a-service/pocketbase/screenshot-1.png,https://octabyte.io/development/backend-as-a-service/pocketbase,#octabyte #opensource #devops #itservices #development #backendasaservice #backend #as #a #service #pocketbase #managedservices,"- Realtime database:

Embedded performant database with schema builder, data validations, real-time subscriptions and easy to use REST api.

- Authentication:

Manage your app users and handle email/password and OAuth2 sign ups (Google, Facebook, GitHub, GitLab) without the hassle.

- File storage:

Sanely store files locally or in a S3 storage. Easily attach media to your database records and generate thumbs on the fly.

- Extendable:

Use as a standalone app or as Go framework, that you can extend via hooks to create your own custom portable backend. Provides official client SDKs for painless integration.",Open Source backend for your next SaaS and Mobile app in 1 file,PocketBase
"Jellyfin

Jellyfin is a Free Software Media System that puts you in control of managing and streaming your media. It is an alternative to the proprietary Emby and Plex, to provide media from a dedicated server to end-user devices via multiple apps.

Features Highlight:

- Movies & Shows:

Enjoy your entire movie collection, easy to browse and with beautiful artwork &  Watch your favorite shows, automatically sorted by season and ready to binge.

- Music & Live TV & DVR:

Listen to music, your artists, and your playlists, at home or on the go and watch TV, and set automatic recordings to expand your library.

- Books & Photos:

Read your books, comics, and magazines & Organize your photos, and share memories with your friends and family.

- SyncPlay:

Sharing a movie night remotely has never been so easy.

https://octabyte.io/development/dev-tools/jellyfin

#octabyte #opensource #devops #itservices #development #devtools #dev #tools #jellyfin #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/development/dev-tools/jellyfin/screenshot-1.png,https://octabyte.io/development/dev-tools/jellyfin,#octabyte #opensource #devops #itservices #development #devtools #dev #tools #jellyfin #managedservices,"- Movies & Shows:

Enjoy your entire movie collection, easy to browse and with beautiful artwork &  Watch your favorite shows, automatically sorted by season and ready to binge.

- Music & Live TV & DVR:

Listen to music, your artists, and your playlists, at home or on the go and watch TV, and set automatic recordings to expand your library.

- Books & Photos:

Read your books, comics, and magazines & Organize your photos, and share memories with your friends and family.

- SyncPlay:

Sharing a movie night remotely has never been so easy.",Free Software Media System that puts you in control of managing and streaming your media alternative to the proprietary Emby and Plex.,Jellyfin
"OpnForm

An open-source form builder. alternative to products like Typeform, JotForm, Tally, etc. Create beautiful forms and share them anywhere. It is super fast, you don't need to know how to code.

Features Highlight:

- Create:

Create a form in 2 minutes. More than 10 input types, images, logic, and much more.

- Share:

Your form has a unique link that you can share everywhere. Send the link, or even embed the form on your website.

- Get Results:

Receive your form submissions. Receive notifications, and send confirmations. Export submissions and check your form analytics.

- Miscellaneous:

Notifications, File Uploads, Unique submission ID, Webhooks, Form password, Custom code, Closing date, And much more...

https://octabyte.io/development/dev-tools/opnform

#octabyte #opensource #devops #itservices #development #devtools #dev #tools #opnform #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/development/dev-tools/opnform/screenshot-1.png,https://octabyte.io/development/dev-tools/opnform,#octabyte #opensource #devops #itservices #development #devtools #dev #tools #opnform #managedservices,"- Create:

Create a form in 2 minutes. More than 10 input types, images, logic, and much more.

- Share:

Your form has a unique link that you can share everywhere. Send the link, or even embed the form on your website.

- Get Results:

Receive your form submissions. Receive notifications, and send confirmations. Export submissions and check your form analytics.

- Miscellaneous:

Notifications, File Uploads, Unique submission ID, Webhooks, Form password, Custom code, Closing date, And much more...","Form Builder, Create beautiful forms and share them anywhere. It is super fast, you don't need to know how to code. It's an alternative to products li...",OpnForm
"Corteza

A low-code platform alternative to Salesforce lets you build and iterate CRM, business processes and other structured data apps fast, create intelligent business process workflows, and connect with almost any data source.

Features Highlight:

- Corteza Platform:

Corteza lets you connect to any record-based data source as well as integrate with on-premise systems, private clouds, public clouds, and legacy applications and systems.

- Low-Code App Development:

Corteza lets you build, iterate, and deploy limitless data-based apps from the ground up, on top of, next to, or to replace existing software and databases.

- Process Workflows:

Corteza lets you design, automate, deploy, and manage business processes at any level of complexity and make changes on the fly without the need for coding.

- Integration Platform:

Corteza lets you seamlessly integrate apps and data across and between environments, including on-premise, public and private clouds, and legacy applications.

https://octabyte.io/development/dev-tools/corteza

#octabyte #opensource #devops #itservices #development #devtools #dev #tools #corteza #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/development/dev-tools/corteza/screenshot-1.webp,https://octabyte.io/development/dev-tools/corteza,#octabyte #opensource #devops #itservices #development #devtools #dev #tools #corteza #managedservices,"- Corteza Platform:

Corteza lets you connect to any record-based data source as well as integrate with on-premise systems, private clouds, public clouds, and legacy applications and systems.

- Low-Code App Development:

Corteza lets you build, iterate, and deploy limitless data-based apps from the ground up, on top of, next to, or to replace existing software and databases.

- Process Workflows:

Corteza lets you design, automate, deploy, and manage business processes at any level of complexity and make changes on the fly without the need for coding.

- Integration Platform:

Corteza lets you seamlessly integrate apps and data across and between environments, including on-premise, public and private clouds, and legacy applications.","A low-code platform alternative to Salesforce lets you build and iterate CRM, business processes and other structured data apps fast, create intellige...",Corteza
"Kroki

Kroki provides a unified API with support for BlockDiag (BlockDiag, SeqDiag, ActDiag, NwDiag, PacketDiag, RackDiag), BPMN, Bytefield, C4 (with PlantUML), D2, DBML, Ditaa, Erd, Excalidraw, GraphViz, Mermaid, Nomnoml, Pikchr, PlantUML, Structurizr, SvgBob, Symbolator, TikZ, UMLet, Vega, Vega-Lite, WaveDrom, WireViz... and more to come!

Features Highlight:

- Ready to use:

Diagram libraries are written in a variety of languages: Haskell, Python, JavaScript, Go, PHP, and Java... some also have C bindings. Trust us, you have better things to do than install all the requirements to use them. Get started in no time!

- Simple:

Kroki provides a unified API for all the diagram libraries. Learn once use diagrams anywhere!

- Free & Open source:

All the code is available on GitHub and our goal is to provide Kroki as a free service.

- Fast:

Built using a modern architecture, Kroki offers great performance.

https://octabyte.io/development/dev-tools/kroki

#octabyte #opensource #devops #itservices #development #devtools #dev #tools #kroki #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/development/dev-tools/kroki/screenshot-1.jpeg,https://octabyte.io/development/dev-tools/kroki,#octabyte #opensource #devops #itservices #development #devtools #dev #tools #kroki #managedservices,"- Ready to use:

Diagram libraries are written in a variety of languages: Haskell, Python, JavaScript, Go, PHP, and Java... some also have C bindings. Trust us, you have better things to do than install all the requirements to use them. Get started in no time!

- Simple:

Kroki provides a unified API for all the diagram libraries. Learn once use diagrams anywhere!

- Free & Open source:

All the code is available on GitHub and our goal is to provide Kroki as a free service.

- Fast:

Built using a modern architecture, Kroki offers great performance.",Creates diagrams from textual descriptions!,Kroki
"Gophish

Gophish is a powerful, open-source phishing framework that makes it easy to test your organization's exposure to phishing.

Features Highlight:

- Full REST API:

Gophish is powered by a REST API. Our Python client makes working with the API a breeze.

- Beautiful Web UI:

Gophish has a gorgeous web interface. Import existing websites and emails, enable email open tracking, and more with a single click.

- Real-Time Results:

Gophish updates results automatically. Using the UI, you can view a timeline for each recipient, track email opens, link clicks, submitted credentials, and more.

- Just Works:

Everything in Gophish is designed to ""just work"". It's so easy to set up, easy to use, and quick to give powerful results that you'll think it's magic.

https://octabyte.io/development/dev-tools/gophish

#octabyte #opensource #devops #itservices #development #devtools #dev #tools #gophish #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/development/dev-tools/gophish/screenshot-1.png,https://octabyte.io/development/dev-tools/gophish,#octabyte #opensource #devops #itservices #development #devtools #dev #tools #gophish #managedservices,"- Full REST API:

Gophish is powered by a REST API. Our Python client makes working with the API a breeze.

- Beautiful Web UI:

Gophish has a gorgeous web interface. Import existing websites and emails, enable email open tracking, and more with a single click.

- Real-Time Results:

Gophish updates results automatically. Using the UI, you can view a timeline for each recipient, track email opens, link clicks, submitted credentials, and more.

- Just Works:

Everything in Gophish is designed to ""just work"". It's so easy to set up, easy to use, and quick to give powerful results that you'll think it's magic.",A powerful phishing framework that makes it easy to test your organization's exposure to phishing.,Gophish
"EMQX

MQTT broker for IoT, IIoT, and connected vehicles. it supports multiple open standard protocols like MQTT, HTTP, QUIC, and WebSocket. It’s 100% compliant with MQTT 5.0 and 3.x standard and secures bi-directional communication with MQTT over TLS/SSL and various authentication mechanisms.

Features Highlight:

- Connectivity:

Scale to 100 million concurrent MQTT connections with a single EMQX 5.0 cluster.

- Messaging:

100% compliant with MQTT 5.0 and 3.x standards for better scalability, security, and reliability.

- Transformation:

Filter, condition judgment, and transform data through a powerful SQL-based rule engine.

- High Performance:

Move and process millions of MQTT messages per second in a single broker.

https://octabyte.io/development/dev-tools/emqx

#octabyte #opensource #devops #itservices #development #devtools #dev #tools #emqx #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/development/dev-tools/emqx/screenshot-1.webp,https://octabyte.io/development/dev-tools/emqx,#octabyte #opensource #devops #itservices #development #devtools #dev #tools #emqx #managedservices,"- Connectivity:

Scale to 100 million concurrent MQTT connections with a single EMQX 5.0 cluster.

- Messaging:

100% compliant with MQTT 5.0 and 3.x standards for better scalability, security, and reliability.

- Transformation:

Filter, condition judgment, and transform data through a powerful SQL-based rule engine.

- High Performance:

Move and process millions of MQTT messages per second in a single broker.","MQTT broker for IoT, IIoT, and connected vehicles. it supports multiple open standard protocols like MQTT, HTTP, QUIC, and WebSocket.",EMQX
"draw

draw.io is a JavaScript, client-side editor for general diagramming. this project is a configurable diagramming/whiteboarding visualization application.

Features Highlight:

- Diagram wherever you want:

Use whichever cloud platform you prefer to store your diagram files: Google Drive, Microsoft OneDrive, DropBox, GitHub/GitLab, in your browser, or on your device.

- Integrate diagrams with other software:

Store and work with diagrams in Atlassian Confluence and Jira with our draw.io apps, available from the Atlassian Marketplace. External collaborators don’t need to join your instance, they can view and edit diagram files that you share with them using our online editor - no account or diagram format conversion is needed.

- Collaborate in real-time with shared cursors:

Multiple editors see changes synchronized in real-time using Google Drive or Microsoft OneDrive, DropBox, and draw.io in Confluence.

- Create a wide range of diagrams:

Our shape libraries let you create whatever type of diagram you need:

https://octabyte.io/development/dev-tools/draw

#octabyte #opensource #devops #itservices #development #devtools #dev #tools #draw #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/development/dev-tools/draw/screenshot-1.png,https://octabyte.io/development/dev-tools/draw,#octabyte #opensource #devops #itservices #development #devtools #dev #tools #draw #managedservices,"- Diagram wherever you want:

Use whichever cloud platform you prefer to store your diagram files: Google Drive, Microsoft OneDrive, DropBox, GitHub/GitLab, in your browser, or on your device.

- Integrate diagrams with other software:

Store and work with diagrams in Atlassian Confluence and Jira with our draw.io apps, available from the Atlassian Marketplace. External collaborators don’t need to join your instance, they can view and edit diagram files that you share with them using our online editor - no account or diagram format conversion is needed.

- Collaborate in real-time with shared cursors:

Multiple editors see changes synchronized in real-time using Google Drive or Microsoft OneDrive, DropBox, and draw.io in Confluence.

- Create a wide range of diagrams:

Our shape libraries let you create whatever type of diagram you need:","draw.io is a JavaScript, client-side editor for general diagramming.",draw
